Metaprotein,Superkingdom,Kingdom ,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number,EC-Number,P01_C,P02_C,P03_C,P04_C,P05_C,P06_C,P06b_C,P06c_C,P07_C,P07b_C,P07c_C,P08_C,P09_C,P10_C,P11_C,P12_C,P13_C,P14_C,P15_C,P16_C,P17_C,P18_CD,P18b_CD,P18c_CD,P19_CD,P20_CD,P21_CD,P22_CD,P23_CD,P24_CD,P25_CD,P26_CD,P27_CD,P28_CD,P29_UC,P30_UC,P31_UC,P32_UC,P33_UC,P34_UC,P35_UC,P36_UC,P37_UC,P38_UC,P39_UC,P40_UC,P41_UC,P42_UC
ENPP3_HUMAN Ectonucleotide pyrophosphatase/phosphodiesterase family member 3 OS=Homo sapiens GN=ENPP3 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,unassigned,unassigned,UniRef50_O14638,K01513|,3.1.4.1|3.6.1.9|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP4_BOVIN Bis(5-adenosyl)-triphosphatase ENPP4 OS=Bos taurus GN=ENPP4 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q8BTJ4,K18424|,3.6.1.29|,5,7,5,9,9,7,8,8,4,4,4,8,7,8,6,9,7,12,8,5,6,5,8,7,9,12,11,10,6,3,7,10,7,6,11,10,7,13,7,8,0,0,6,0,8,6,8,8
ENPP4_HUMAN Bis(5-adenosyl)-triphosphatase ENPP4 OS=Homo sapiens GN=ENPP4 PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,unassigned,unassigned,UniRef50_Q9Y6X5,K18424|,3.6.1.29|,0,7,5,9,9,7,0,0,0,4,0,8,0,0,6,9,7,12,8,5,6,0,0,7,0,12,11,10,0,0,7,0,7,0,11,10,0,13,7,0,0,0,6,0,8,6,8,8
COL_HUMAN Colipase OS=Homo sapiens GN=CLPS PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P04118,K14460|,|,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,21,27,28,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
ENPP7_RAT Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 OS=Rattus norvegicus GN=Enpp7 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_Q5EZ72,K12354|,3.1.4.12|,9,10,2,16,14,12,12,12,5,5,5,12,13,11,9,15,13,21,12,8,8,19,20,16,23,38,24,23,8,2,17,24,9,11,25,21,11,30,13,13,0,0,16,0,14,10,13,12
KVD12_HUMAN Immunoglobulin kappa variable 1D-12 OS=Homo sapiens GN=IGKV1D-12 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P01611,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,12,0,8,7,0,0,0,4,0,3,9,15,0,3,0,15,11,0,1,0,10,0,9
ENTK_PIG Enteropeptidase OS=Sus scrofa GN=TMPRSS15 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P98072,K01316|,3.4.21.9|,0,6,0,0,3,3,4,5,1,3,2,3,4,4,3,6,3,3,2,4,0,0,0,0,0,2,3,10,6,0,5,8,2,0,4,4,0,9,0,0,0,0,5,2,7,5,3,4
EPCAM_BOVIN Epithelial cell adhesion molecule OS=Bos taurus GN=EPCAM PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_Q3T0L5,K06737|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMP2_HUMAN Lysosome-associated membrane glycoprotein 2 OS=Homo sapiens GN=LAMP2 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P13473,K06528|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,3,8,0,0,5,7,4,0,6,6,2,7,0,0,6,4,10,4,6,7,1
EPCAM_MACMU Epithelial cell adhesion molecule OS=Macaca mulatta GN=TACSTD1 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca mulatta,UniRef50_Q1WER1,K06737|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPDR1_BOVIN Mammalian ependymin-related protein 1 OS=Bos taurus GN=EPDR1 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_Q99M71,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPDR1_MACFA Mammalian ependymin-related protein 1 OS=Macaca fascicularis GN=EPDR1 PE=2 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Macaca fascicularis,UniRef50_Q9UM22,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERP1A_CAEEL Putative endoplasmic reticulum metallopeptidase 1-A OS=Caenorhabditis elegans GN=B0495.7 PE=1 SV=2,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,UniRef50_Q09216,|,3.4.-.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETFA_MEGEL Electron transfer flavoprotein subunit alpha OS=Megasphaera elsdenii GN=etfA PE=3 SV=1,Bacteria,unassigned,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,UniRef50_O85692,|,|,0,0,0,0,0,0,0,0,9,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETFB_CLOPR Acryloyl-CoA reductase electron transfer subunit gamma OS=Clostridium propionicum GN=acrB PE=1 SV=1,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium propionicum,UniRef50_G3KIM7,|,|,8,8,4,4,2,0,0,0,5,2,3,0,2,5,2,2,1,5,3,4,0,0,0,0,0,0,6,0,0,0,0,7,0,8,0,0,0,6,2,0,0,0,5,0,6,2,7,0
ETFB_MEGEL Electron transfer flavoprotein subunit beta OS=Megasphaera elsdenii GN=etfB PE=3 SV=1,Bacteria,unassigned,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,UniRef50_O85691,|,|,0,0,0,0,0,0,0,0,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EZRI_MOUSE Ezrin OS=Mus musculus GN=Ezr PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P15311,K08007|,|,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,0,2,0,0,0,0,6,6,5,0,0,3,6,0,0,0,0,2
"F16PA_CELJU Fructose-1,6-bisphosphatase class 1 OS=Cellvibrio japonicus (strain Ueda107) GN=fbp PE=3 SV=1",Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Cellvibrio,Cellvibrio japonicus,UniRef50_Q3ICJ5,K03841|,3.1.3.11|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FABB_ECOLI 3-oxoacyl-[acyl-carrier-protein] synthase 1 OS=Escherichia coli (strain K12) GN=fabB PE=1 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P43710,K00647|,2.3.1.41|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FABG_CHLPN 3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Chlamydia pneumoniae GN=fabG PE=3 SV=1,Bacteria,unassigned,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pneumoniae,UniRef50_Q9Z8P2,K00059|,1.1.1.100|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FABG_CUPLA 3-oxoacyl-[acyl-carrier-protein] reductase, chloroplastic OS=Cuphea lanceolata GN=CLKR27 PE=2 SV=1",Eukaryota,Viridiplantae,Streptophyta,unassigned,Myrtales,Lythraceae,Cuphea,Cuphea lanceolata,UniRef50_P28643,|,1.1.1.100|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FABPL_HUMAN Fatty acid-binding protein, liver OS=Homo sapiens GN=FABP1 PE=1 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P02692,K08750|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
FABZ_ECODH 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Escherichia coli (strain K12 / DH10B) GN=fabZ PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_A7ZHS0,K02372|,4.2.1.59|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FADB_PSEMY Fatty acid oxidation complex subunit alpha OS=Pseudomonas mendocina (strain ymp) GN=fadB PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mendocina,UniRef50_P28793,K01825|,4.2.1.17|5.1.2.3|5.3.3.8|1.1.1.35|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAHD1_PONAB Acylpyruvase FAHD1, mitochondrial OS=Pongo abelii GN=FAHD1 PE=2 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,unassigned,unassigned,UniRef50_Q6P587,K01557|,3.7.1.5|4.1.1.3|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAHD1_RAT Acylpyruvase FAHD1, mitochondrial OS=Rattus norvegicus GN=Fahd1 PE=1 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unassigned,unassigned,UniRef50_Q8R0F8,K01557|,3.7.1.5|4.1.1.3|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAK1_RAT Focal adhesion kinase 1 OS=Rattus norvegicus GN=Ptk2 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_Q05397,K05725|,2.7.10.2|,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAS2_PENPA Fatty acid synthase subunit alpha OS=Penicillium patulum GN=FAS2 PE=3 SV=1,Eukaryota,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,unassigned,unassigned,UniRef50_P15368,|,1.1.1.100|2.3.1.41|2.3.1.86|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FB289_ARATH F-box protein At5g51370 OS=Arabidopsis thaliana GN=At5g51370 PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9FGN4,K10268|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FB49_ARATH F-box protein At1g49360 OS=Arabidopsis thaliana GN=At1g49360 PE=2 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9XIA2,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBL51_ARATH Putative F-box/LRR-repeat protein At3g44090 OS=Arabidopsis thaliana GN=At3g44090 PE=3 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9LXQ3,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBN1_BOVIN Fibrillin-1 OS=Bos taurus GN=FBN1 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P35555,K06825|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBPAP_METTM Fructose-1,6-bisphosphate aldolase/phosphatase OS=Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) GN=fbp PE=1 SV=1",Archaea,unassigned,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,Methanothermobacter marburgensis,UniRef50_F9VMT6,K01622|,3.1.3.11|4.1.2.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBX3_HUMAN F-box only protein 3 OS=Homo sapiens GN=FBXO3 PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9UK99,K10290|,|,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1BG_HUMAN Alpha-1B-glycoprotein OS=Homo sapiens GN=A1BG PE=1 SV=4,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P04217,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,22,0,19,38,2,10,0,0,5,0
FETA_BOVIN Alpha-fetoprotein OS=Bos taurus GN=AFP PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P02771,K16144|,|,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,8,0,0,0,0,0,178,117,0,40,4,20,180,0
FGR_FSVGR Tyrosine-protein kinase transforming protein Fgr OS=Feline sarcoma virus (strain Gardner-Rasheed) GN=V-FGR PE=3 SV=1,Viruses,unassigned,unassigned,unassigned,unassigned,Retroviridae,Gammaretrovirus,Feline leukemia virus,UniRef50_P00544,|,2.7.10.2|,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0
RETN_HUMAN Resistin OS=Homo sapiens GN=RETN PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q9HD89,K13438|,|,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,2,0,0,0,0,4,14,0,9,0,8,19,4,21,3,5,4,0
FGR_RAT Tyrosine-protein kinase Fgr OS=Rattus norvegicus GN=Fgr PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_P14234,K08891|,2.7.10.2|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LEG4_HUMAN Galectin-4 OS=Homo sapiens GN=LGALS4 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P56470,K10091|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,9,1,0,7,0,0,10,0,0,0,11,0,0,0,0,0
FHL1_RAT Four and a half LIM domains protein 1 OS=Rattus norvegicus GN=Fhl1 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,unassigned,unassigned,UniRef50_P97447,K14365|,|,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PGRP1_HUMAN Peptidoglycan recognition protein 1 OS=Homo sapiens GN=PGLYRP1 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_O75594,K01446|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,11,0,0,0,0,0,0,5,17,0,7,0,8,10,12,15,5,12,6,0
FIBA_MOUSE Fibrinogen alpha chain OS=Mus musculus GN=Fga PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_P06399,K03903|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
FIBB_CHICK Fibrinogen beta chain (Fragment) OS=Gallus gallus GN=FGB PE=1 SV=1,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P02675,K03904|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,20,5,53,0,11,82,4,34,0,7,56,0
FIBB_RAT Fibrinogen beta chain OS=Rattus norvegicus GN=Fgb PE=1 SV=4,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P14480,K03904|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,17,0,6,29,0,14,0,0,25,0
FIBG_MOUSE Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P02679,K03905|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,11,0,12,0,23,77,10,17,0,11,44,0
"FIMA1_ECOLX Type-1 fimbrial protein, A chain OS=Escherichia coli GN=fimA PE=1 SV=1",Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_Q47223,|K07345|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FINC_CHICK Fibronectin (Fragments) OS=Gallus gallus GN=FN1 PE=2 SV=3,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_P11722,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINC_HUMAN Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P02751,K05717|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,14,0
FIXB_SALPK Protein FixB OS=Salmonella paratyphi A (strain AKU_12601) GN=fixB PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P59675,K03522|,|,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIXI_RHILV Nitrogen fixation protein FixI OS=Rhizobium leguminosarum bv. viciae GN=fixI PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,UniRef50_P18398,|,3.6.3.-|,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBP1_METJA Putative FKBP-type peptidyl-prolyl cis-trans isomerase MJ0278 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ0278 PE=3 SV=1,Archaea,unassigned,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus jannaschii,UniRef50_O52980,K03775|,5.2.1.8|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLA_BACHD Flagellin OS=Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) GN=hag PE=1 SV=1,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus halodurans,UniRef50_Q9KWX0,K02406|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLA_BACSU Flagellin OS=Bacillus subtilis (strain 168) GN=hag PE=1 SV=2,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis subsp. subtilis str. 168,UniRef50_P02968,K02406|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLA_CLOTY Flagellin (Fragment) OS=Clostridium tyrobutyricum GN=fla PE=1 SV=2,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tyrobutyricum,UniRef50_P80583,|,|,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLAE_VIBAN Probable flagellin E OS=Vibrio anguillarum GN=flaE PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio anguillarum,UniRef50_Q56572,K02406|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLII_AGRFC Flagellum-specific ATP synthase OS=Agrobacterium fabrum (strain C58 / ATCC 33970) GN=fliI PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabrum,UniRef50_O34171,K02412|,3.6.3.14|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLNA_HUMAN Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P21333,K04437|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,27,0,12,0,0,0,0
FLNC_HUMAN Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q14315,K04437|,|,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,3,0,1,5,0,3,22,12,19,20,0,0,9,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10
